"IATACode","country","fullName","latitude","longitude","airportName","units","source"
"IQT","Peru","Coronel Fap Francisco Secada Vignetta","-3.78","-73.31","Iquitos [IQT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IRD","Bangladesh","Ishurdi","24.15","89.05","Ishurdi [IRD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IRI","Tanzania","Iringa","-7.67","35.75","Iringa [IRI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IRJ","Argentina","La Rioja","-29.38","-66.8","La Rioja [IRJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IRO","Central African Republic","Birao","10.24","22.72","Birao [IRO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IRP","Zaire","Isiro Matari","2.83","27.59","Isiro [IRP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ISA","Australia","Mount Isa","-20.66","139.49","Mount Isa [ISA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ISB","Pakistan","Chaklala","33.62","73.1","Islamabad [ISB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ISC","United Kingdom","St. Mary's","49.91","-6.29","Isles of Scilly [ISC]","degrees N and E","amee/defra 2008"
"ISG","Japan","Ishigaki","24.34","124.19","Ishigaki [ISG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ISJ","Mexico","Isla Mujeres","21.25","-86.74","Isla Mujeres [ISJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ISK","India","Nasik Road","19.96","73.81","Nasik Road [ISK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ISN","United States","Sloulin Field International","48.18","-103.64","Williston [ISN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ISP","United States","Long Island Mac Arthur","40.8","-73.1","Islip [ISP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IST","Turkey","Ataturk","40.98","28.82","Istanbul [IST]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ITM","Japan","Osaka International","34.79","135.44","Osaka [ITM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ITO","United States","Hilo International","19.72","-155.05","Hilo [ITO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IVC","New Zealand","Invercargill","-46.41","168.31","Invercargill [IVC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IVL","Finland","Ivalo","68.61","27.41","Ivalo [IVL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IWO","Japan","Iwo Jima","24.78","141.32","Iwojima [IWO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXA","India","Agartala","23.89","91.24","Agartala [IXA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXB","India","Bagdogra","26.68","88.33","Baghdogra [IXB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXC","India","Chandigarh","30.67","76.79","Chandigarh [IXC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXD","India","Allahabad","25.44","81.73","Allahabad [IXD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXE","India","Mangalore","12.96","74.89","Mangalore [IXE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXG","India","Belgaum","15.86","74.62","Belgaum [IXG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXH","India","Kailashahar","24.31","92.01","Kailashahar [IXH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXI","India","Lilabari","27.29","94.1","Lilabari [IXI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXJ","India","Jammu","32.69","74.84","Jammu [IXJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXK","India","Keshod","21.32","70.27","Keshod [IXK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXL","India","Leh","34.14","77.55","Leh [IXL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXM","India","Madurai","9.83","78.09","Madurai [IXM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXP","India","Pathankot","32.23","75.63","Pathankot [IXP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXR","India","Birsa Munda","23.31","85.32","Ranchi [IXR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXS","India","Silchar","24.91","92.98","Silchar [IXS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXT","India","Pasighat","28.07","95.34","Pasighat [IXT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXU","India","Aurangabad","19.86","75.4","Aurangabad [IXU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXW","India","Jamshedpur","22.81","86.17","Jamshedpur [IXW]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXY","India","Kandla","23.11","70.1","Kandla [IXY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IXZ","India","Port Blair","11.65","92.73","Port Blair [IXZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"IZO","Japan","Izumo","35.41","132.89","Izumo [IZO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JAA","Afghanistan","Jalalabad","34.4","70.5","Jalalabad [JAA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JAD","Australia","Perth Jandakot","-32.1","115.88","Perth [JAD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JAF","Sri Lanka","Kankesanturai","9.79","80.07","Jaffna [JAF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JAI","India","Jaipur","26.82","75.81","Jaipur [JAI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JAN","United States","Jackson International","32.31","-90.08","Jackson [JAN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JAV","Greenland","Jacobshavn","69.23","-51.07","Jakobshavn [JAV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JAX","United States","Jacksonville International","30.49","-81.69","Jacksonville [JAX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JBR","United States","Jonesboro Municipal","35.83","-90.65","Jonesboro [JBR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JDF","Brazil","Francisco De Assis","-21.79","-43.39","Juiz De Fora [JDF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JDZ","China","Jingdezhen Airport","0","0","Jingdezhen [JDZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JED","Saudi Arabia","King Abdulaziz International","21.68","39.16","Jeddah [JED]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JEF","United States","Jefferson City Memorial Airport ","38.59","-92.16","Jefferson City [JEF]","degrees N and E","amee/defra 2008"
"JER","United Kingdom","Jersey","49.21","-2.2","Jersey [JER]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JFK","United States","John F Kennedy International","40.64","-73.78","New York [JFK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JGA","India","Jamnagar","22.47","70.01","Jamnagar [JGA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JHB","Malaysia","Sultan Ismail","1.64","103.67","Johor Bahru [JHB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JHM","United States","Kapalua","20.96","-156.67","Lahania-Kapalua [JHM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JIB","Djibouti","Djibouti","11.55","43.16","Djibouti [JIB]","degrees N and E","amee/defra 2008"
"JIM","Ethiopia","Aba Segud","7.67","36.82","Jimma [JIM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JJI","Peru","Juanjui","-7.17","-76.73","Juanjui [JJI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JKG","Sweden","Jonkoping","57.76","14.07","Joenkoeping [JKG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JKH","Greece","Chios","38.34","26.14","Chios [JKH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JLD","Sweden","Landskrona","55.94","12.86","Landskrona [JLD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JLR","India","Jabalpur","23.18","80.05","Jabalpur [JLR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JMK","Greece","Mikonos","37.44","25.35","Mykonos [JMK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JNB","South Africa","Johannesburg International","-26.14","28.25","Johannesburg [JNB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JNU","United States","Juneau International","58.35","-134.58","Juneau [JNU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JOE","Finland","Joensuu","62.66","29.62","Joensuu [JOE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JOG","Indonesia","Adi Sutjipto","-7.79","110.43","Yogyakarta [JOG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JOH","India","Jodhpur","26.25","73.05","Jodhpur [JOH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JOI","Brazil","Joinville","-26.22","-48.8","Joinville [JOI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JON","United States","Johnston Atoll","16.73","-169.53","Johnston Island [JON]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JOS","Nigeria","Jos","9.64","8.87","Jos [JOS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JPA","Brazil","Intl. Pres. Castro Pinto","-7.27","-35.9","Joao Pessoa [JPA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JRH","India","Jorhat","26.73","94.18","Jorhat [JRH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JRO","Tanzania","Kilimanjaro International","-3.43","37.07","Kilimanjaro [JRO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JRS","Israel","Jerusalem/Atarot","31.87","35.22","Jerusalem [JRS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JSA","India","Jaisalmer","26.89","70.86","Jaisalmer [JSA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JSH","Greece","Sitia","35.21","26.1","Sitia [JSH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JSI","Greece","Skiathos","39.18","23.5","Skiathos [JSI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JSM","Argentina","Jose De San Martin","-44.05","-70.46","Jose De San Martin [JSM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JSR","Bangladesh","Jessore","23.18","89.16","Jessore [JSR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JTR","Greece","Santorini","36.4","25.48","Santorini [JTR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JUB","Sudan","Juba","4.87","31.6","Juba [JUB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JUJ","Argentina","Jujuy","-24.39","-65.1","Jujuy [JUJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JUL","Peru","Juliaca","-15.47","-70.16","Juliaca [JUL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JWA","Botswana","Jwaneng","-24.6","24.69","Jwaneng [JWA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"JYV","Finland","Jyvaskyla","62.4","25.68","Jyvaskyla [JYV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KAB","Zimbabwe","Kariba International","-16.52","28.88","Kariba [KAB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KAD","Nigeria","Kaduna","10.7","7.32","Kaduna [KAD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KAG","South Korea","Gangneung","37.75","128.94","Kangnung [KAG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KAJ","Finland","Kajaani","64.29","27.69","Kajaani [KAJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KAN","Nigeria","Kano Mallam Aminu International","12.05","8.52","Kano [KAN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KAO","Finland","Kuusamo","65.99","29.24","Kuusamo [KAO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KAR","Guyana","Kamarang","5.87","-60.61","Kamarang [KAR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KAT","New Zealand","Kaitaia","-35.07","173.29","Kaitaia [KAT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KAU","Finland","Kauhava","63.13","23.05","Kauhava [KAU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KBL","Afghanistan","Kabul International","34.57","69.21","Kabul [KBL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KBP","Ukraine","Boryspil","50.35","30.9","Kiev [KBP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KBR","Malaysia","Sultan Ismail Petra","6.17","102.29","Kota Bahru [KBR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KBY","Russia","Kurumoch","53.51","50.16","Samara [KBY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KCH","Malaysia","Kuching International","1.48","110.35","Kuching [KCH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KCZ","Japan","Kochi","33.54","133.67","Kochi [KCZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KDA","Senegal","Kolda","12.88","-14.96","Kolda [KDA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KDH","Afghanistan","Kandahar","31.51","65.85","Kandahar [KDH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KDI","Indonesia","Wolter Monginsidi","-4.08","122.42","Kendari [KDI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KED","Mauritania","Kaedi","16.16","-13.51","Kaedi [KED]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KEF","Iceland","Keflavik Nas","63.99","-22.61","Keflavik [KEF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KEJ","Russia","Kemerovo","55.27","86.11","Kemorovo [KEJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KEL","Germany","Kiel Holtenau","54.38","10.15","Kiel [KEL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KEM","Finland","Kemi Tornio","65.78","24.6","Kemi [KEM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KER","Iran","Kerman","30.26","56.96","Kerman [KER]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KET","Myanmar (Burma)","Kengtung","21.3","99.64","Kengtung [KET]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KEV","Finland","Halli","61.86","24.79","Halli [KEV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KFA","Mauritania","Kiffa","16.59","-11.41","Kiffa [KFA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KGA","Zaire","Kananga","-5.9","22.47","Kananga [KGA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KGD","Russia","Khrabrovo","54.89","20.59","Kaliningrad [KGD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KGG","Senegal","Kedougou","12.57","-12.22","Kedougou [KGG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KGI","Australia","Kalgoorlie Boulder","-30.79","121.46","Kalgoorlie [KGI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"KGJ","Malawi","Karonga","-9.95","33.89","Karonga [KGJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
