manufacturer,model,description,transmission,engineCapacity,fuelType,kgCO2PerKm,source,algorithm
CHRYSLER JEEP,Chrysler Sebring ,2.0td,M6,1968,Diesel,0.170,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,Chrysler Sebring ,2.0,M5,1998,Petrol,0.185,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,Chrysler Sebring ,2.4,A4,2360,Petrol,0.211,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,Chrysler Voyager,2.5td,M5,2499,Diesel,0.203,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,Chrysler Voyager,2.8td,A4,2776,Diesel,0.221,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,Chrysler Voyager,2.4,M5,2429,Petrol,0.234,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 March 2007,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Cherokee,2.8,M6,2776,Diesel,0.246,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Cherokee,2.8,A5,2776,Diesel,0.277,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Cherokee,3.7,A4,3700,Petrol,0.284,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 March 2007,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Commander,3.0 CRD,A5,2987,Diesel,0.284,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Commander,5.7,A5,5654,Petrol,0.377,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 March 2007,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Compass,2.0,M6,1968,Diesel,0.177,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Compass,2.4,M5,2359,Petrol,0.206,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Compass,2.4,CVT,2359,Petrol,0.226,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Patriot,2.0,6MT,1968,Diesel,0.180,http://www.vcacarfueldata.org.uk/downloads/latest.asp 06 February 2007,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Patriot,2.4,5MT,2359,Petrol,0.206,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 March 2007,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Patriot,2.4 CVT,CVT,2359,Petrol,0.226,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 March 2007,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Wrangler (JK72),2.8,M6,2777,Diesel,0.263,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Wrangler (JK72),2.8,A5,2777,Diesel,0.255,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Wrangler (JK72),3.8 (2 door),M6,3778,Petrol,0.296,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 March 2007,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Wrangler (JK72),3.8 (2 door),A4,3778,Petrol,0.275,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 March 2007,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Wrangler (JK74),2.8,M6,2777,Diesel,0.268,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Wrangler (JK74),2.8,A5,2777,Diesel,0.263,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Wrangler (JK74),3.8 (4 door),M6,3778,Petrol,0.296,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 March 2007,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Wrangler (JK74),3.8 (4 door),A4,3778,Petrol,0.275,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 March 2007,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Wrangler (TJ),4.0,M6,3960,Petrol,0.323,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 March 2007,1.15*value*user_distance_km
CHRYSLER JEEP,Jeep Wrangler (TJ),4.0,A4,3960,Petrol,0.321,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,New Jeep Grand Cherokee (June 05 On),3.0l CRD,A5,2987,Diesel,0.270,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,New Jeep Grand Cherokee (June 05 On),4.7l,A5,4701,Petrol,0.355,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,New Jeep Grand Cherokee (June 05 On),5.7l,A5,5654,Petrol,0.371,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 November 2006,1.15*value*user_distance_km
CHRYSLER JEEP,New Jeep Grand Cherokee (June 05 On),6.1 SRT 8,A5,6063,Petrol,0.381,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 November 2006,1.15*value*user_distance_km
CITROEN,Berlingo Multispace,1.6HDi 75hp,M5,1560,Diesel,0.143,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,Berlingo Multispace,1.6HDi 92hp,M5,1560,Diesel,0.143,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
CITROEN,Berlingo Multispace,1.4i,M5,1360,Petrol,0.175,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,Berlingo Multispace,1.6i 16v,M5,1587,Petrol,0.177,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C1,1.4HDi,M5,1398,Diesel,0.109,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 February 2006,1.15*value*user_distance_km
CITROEN,C1,1.0i,M5,998,Petrol,0.109,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C2,1.4HDi,M5,1398,Diesel,0.113,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C2,1.1i,M5,1124,Petrol,0.138,http://www.vcacarfueldata.org.uk/downloads/latest.asp 06 March 2006,1.15*value*user_distance_km
CITROEN,C2,1.4i,M5,1360,Petrol,0.143,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C2,1.4i 16v Stop and Start,A5,1360,Petrol,0.133,http://www.vcacarfueldata.org.uk/downloads/latest.asp 06 March 2006,1.15*value*user_distance_km
CITROEN,C2,1.6i 16v VTS,M5,1587,Petrol,0.163,http://www.vcacarfueldata.org.uk/downloads/latest.asp 06 March 2006,1.15*value*user_distance_km
CITROEN,C2,1.6i 16v VTR,A5,1587,Petrol,0.151,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C3,1.4HDi,M5,1398,Diesel,0.115,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C3,Pluriel 1.4HDi,M5,1398,Diesel,0.125,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 November 2005,1.15*value*user_distance_km
CITROEN,C3,1.6HDi 16v,M5,1560,Diesel,0.118,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C3,1.6HDi 16v VTR,M5,1560,Diesel,0.120,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C3,1.1i,M5,1124,Petrol,0.143,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C3,1.4i,M5,1360,Petrol,0.145,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C3,1.4i 16v Stop and Start,A5,1360,Petrol,0.135,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C3,1.6i 16v,M5,1587,Petrol,0.155,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C3,1.6i 16v,A4,1587,Petrol,0.172,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 November 2006,1.15*value*user_distance_km
CITROEN,C3,1.6i 16v SensoDrive,A5,1587,Petrol,0.148,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 March 2006,1.15*value*user_distance_km
CITROEN,C3,Pluriel 1.4i,M5,1360,Petrol,0.163,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C3,Pluriel 1.6 16v,A5,1587,Petrol,0.160,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C4,1.6HDi 16v 92hp,M5,1560,Diesel,0.125,http://www.vcacarfueldata.org.uk/downloads/latest.asp 06 March 2006,1.15*value*user_distance_km
CITROEN,C4,1.6HDi 16v 110hp,M5,1560,Diesel,0.128,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
CITROEN,C4,1.6HDi 16v 110hp EGS,A6,1560,Diesel,0.120,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 November 2006,1.15*value*user_distance_km
CITROEN,C4,2.0HDi 16v 138hp,M6,1997,Diesel,0.145,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
CITROEN,C4,2.0HDi 16v 138hp,A6,1997,Diesel,0.175,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
CITROEN,C4,1.4i 16v,M5,1360,Petrol,0.153,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C4,1.6i 16v,M5,1587,Petrol,0.169,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C4,1.6i 16v,A4,1587,Petrol,0.180,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C4,2.0i 16v 143hp,M5,1997,Petrol,0.182,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C4,2.0i 16v 143hp,A4,1997,Petrol,0.193,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C4,2.0i 16v 180hp,M5,1997,Petrol,0.200,http://www.vcacarfueldata.org.uk/downloads/latest.asp 06 March 2006,1.15*value*user_distance_km
CITROEN,C4 Picasso,1.6HDi,M5,1560,Diesel,0.155,http://www.vcacarfueldata.org.uk/downloads/latest.asp 28 February 2007,1.15*value*user_distance_km
CITROEN,C4 Picasso,1.6HDi,A6,1560,Diesel,0.150,http://www.vcacarfueldata.org.uk/downloads/latest.asp 28 February 2007,1.15*value*user_distance_km
CITROEN,C4 Picasso,2.0HDi,A6,1997,Diesel,0.159,http://www.vcacarfueldata.org.uk/downloads/latest.asp 28 February 2007,1.15*value*user_distance_km
CITROEN,C4 Picasso,2.0HDi Auto,A6,1997,Diesel,0.195,http://www.vcacarfueldata.org.uk/downloads/latest.asp 28 February 2007,1.15*value*user_distance_km
CITROEN,C4 Picasso,1.8i 16v,M5,1749,Petrol,0.190,http://www.vcacarfueldata.org.uk/downloads/latest.asp 28 February 2007,1.15*value*user_distance_km
CITROEN,C4 Picasso,2.0i 16v,A4,1997,Petrol,0.211,http://www.vcacarfueldata.org.uk/downloads/latest.asp 28 February 2007,1.15*value*user_distance_km
CITROEN,C4 Picasso,2.0i 16v,A6,1997,Petrol,0.190,http://www.vcacarfueldata.org.uk/downloads/latest.asp 28 February 2007,1.15*value*user_distance_km
CITROEN,C5,1.6HDi 16v,M5,1560,Diesel,0.139,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 November 2006,1.15*value*user_distance_km
CITROEN,C5,1.6HDi 16v Estate,M5,1560,Diesel,0.145,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C5,2.0HDi,M6,1997,Diesel,0.158,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 February 2006,1.15*value*user_distance_km
CITROEN,C5,2.0HDi 16v,A6,1997,Diesel,0.189,http://www.vcacarfueldata.org.uk/downloads/latest.asp 28 February 2007,1.15*value*user_distance_km
CITROEN,C5,2.2HDi 16v,M6,2179,Diesel,0.160,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 November 2006,1.15*value*user_distance_km
CITROEN,C5,2.2HDi 16v,A6,2179,Diesel,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 28 February 2007,1.15*value*user_distance_km
CITROEN,C5,2.2HDi 16v Estate,M6,2179,Diesel,0.165,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 November 2006,1.15*value*user_distance_km
CITROEN,C5,2.2HDi 16v Estate,A6,2179,Diesel,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 28 February 2007,1.15*value*user_distance_km
CITROEN,C5,1.8i 16v,M5,1749,Petrol,0.180,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C5,2.0i 16v,M5,1997,Petrol,0.190,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C5,2.0i 16v,A4,1997,Petrol,0.206,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C5,3.0i V6,A6,2946,Petrol,0.238,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C6,2.2HDi 16v,M6,2179,Diesel,0.175,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 November 2006,1.15*value*user_distance_km
CITROEN,C6,2.7HDi V6,A6,2720,Diesel,0.230,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
CITROEN,C6,3.0i V6,A6,2946,Petrol,0.266,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
CITROEN,C8,2.0HDi 16v 120hp,M6,1997,Diesel,0.182,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 November 2006,1.15*value*user_distance_km
CITROEN,C8,2.0HDi 16v 136hp,M6,1997,Diesel,0.188,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 November 2006,1.15*value*user_distance_km
CITROEN,C8,2.0i 16v,M5,1997,Petrol,0.213,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,C8,2.0i 16v,A4,1997,Petrol,0.229,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,Dispatch Combi,6 Seat L1 H1 HDi 90,M5,1560,Diesel,0.191,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 January 2007,1.15*value*user_distance_km
CITROEN,Dispatch Combi,6 Seat L2 H1 HDi 120,M6,1997,Diesel,0.196,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 January 2007,1.15*value*user_distance_km
CITROEN,Dispatch Combi,9 Seat L1 H1 HDi 120,M6,1997,Diesel,0.198,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 January 2007,1.15*value*user_distance_km
CITROEN,Dispatch Combi,9 Seat L2 H1 HDi 120,M6,1997,Diesel,0.198,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 January 2007,1.15*value*user_distance_km
CITROEN,Dispatch Combi,9 Seat L2 H1 HDi 136,M6,1997,Diesel,0.200,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 January 2007,1.15*value*user_distance_km
CITROEN,Dispatch Combi,2.0 HDi 110 hp,M5,1997,Diesel,0.180,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 November 2005,1.15*value*user_distance_km
CITROEN,Grand C4 Picasso,1.6HDi 16v 110hp,M5,1560,Diesel,0.155,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 January 2007,1.15*value*user_distance_km
CITROEN,Grand C4 Picasso,1.6HDi 16v 110hp,A6,1560,Diesel,0.150,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 January 2007,1.15*value*user_distance_km
CITROEN,Grand C4 Picasso,2.0HDi 16v 138hp,A6,1997,Diesel,0.159,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 January 2007,1.15*value*user_distance_km
CITROEN,Grand C4 Picasso,1.8i 16v 125hp,M5,1749,Petrol,0.190,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 January 2007,1.15*value*user_distance_km
CITROEN,Grand C4 Picasso,2.0i 16v 143hp,A6,1997,Petrol,0.190,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 January 2007,1.15*value*user_distance_km
CITROEN,Xsara Picasso,1.6HDi 16v 92hp,M5,1560,Diesel,0.135,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 February 2006,1.15*value*user_distance_km
CITROEN,Xsara Picasso,1.6HDi 16v 110hp,M5,1560,Diesel,0.136,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 February 2006,1.15*value*user_distance_km
CITROEN,Xsara Picasso,1.6i 16v,M5,1587,Petrol,0.172,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CITROEN,Xsara Picasso,2.0i 16v,A4,1997,Petrol,0.205,http://www.vcacarfueldata.org.uk/downloads/latest.asp 11 November 2005,1.15*value*user_distance_km
CORVETTE,Corvette C6,6.0 - V8 (F55),M6,5967,Petrol,0.277,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 August 2005,1.15*value*user_distance_km
CORVETTE,Corvette C6,6.0 - V8 (Z51),M6,5967,Petrol,0.310,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 August 2005,1.15*value*user_distance_km
CORVETTE,Corvette C6,6.0 - V8 AUT (05MY),A4,5967,Petrol,0.293,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 August 2005,1.15*value*user_distance_km
CORVETTE,Corvette C6,6.0 - V8 AUT (06MY),A6,5967,Petrol,0.309,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 August 2005,1.15*value*user_distance_km
CORVETTE,Corvette C6,Z06 7.0 - V8,M6,7011,Petrol,0.350,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 August 2005,1.15*value*user_distance_km
DAIHATSU,Charade,L251 1.0L EFi,M5,989,Petrol,0.114,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 February 2006,1.15*value*user_distance_km
DAIHATSU,Charade,L251 1.0L EFi,A4,989,Petrol,0.140,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 March 2004,1.15*value*user_distance_km
DAIHATSU,Copen,L881 1.3L EFi ,M5,1298,Petrol,0.140,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 March 2007,1.15*value*user_distance_km
DAIHATSU,New Terios,J210 1.5L EFi S 4WD ,M5,1495,Petrol,0.186,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 May 2006,1.15*value*user_distance_km
DAIHATSU,New Terios,J210 1.5L EFi SX 4WD,M5,1495,Petrol,0.191,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 May 2006,1.15*value*user_distance_km
DAIHATSU,New Terios,J210 1.5L EFi SE 4WD,A4,1495,Petrol,0.201,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 June 2006,1.15*value*user_distance_km
DAIHATSU,Sirion,M300 1.0L EFi,M5,998,Petrol,0.118,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 February 2005,1.15*value*user_distance_km
DAIHATSU,Sirion,M301 1.3L EFi,M5,1298,Petrol,0.137,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 February 2005,1.15*value*user_distance_km
DAIHATSU,Sirion,M301 1.3L EFi,A4,1298,Petrol,0.151,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 February 2005,1.15*value*user_distance_km
DODGE,Avenger,2.0 Saloon,M6,1968,Diesel,0.170,http://www.vcacarfueldata.org.uk/downloads/latest.asp 22 December 2006,1.15*value*user_distance_km
DODGE,Avenger,2.0 Saloon,M5,1998,Petrol,0.185,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 March 2007,1.15*value*user_distance_km
DODGE,Avenger,2.4 Saloon,A4,2360,Petrol,0.211,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 March 2007,1.15*value*user_distance_km
DODGE,Caliber,2.0td,M6,1968,Diesel,0.161,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 November 2006,1.15*value*user_distance_km
DODGE,Caliber,2.0td (with balance shafts),M6,1968,Diesel,0.160,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 November 2006,1.15*value*user_distance_km
DODGE,Caliber,1.8,M5,1798,Petrol,0.174,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 March 2007,1.15*value*user_distance_km
DODGE,Caliber,2.0 CVT,CVT,1998,Petrol,0.192,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 November 2006,1.15*value*user_distance_km
DODGE,SRT10 ,Cabriolet ,M6,8285,Petrol,0.488,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 November 2006,1.15*value*user_distance_km
FERRARI,All Models,F430,M6,4308,Petrol,0.420,http://www.vcacarfueldata.org.uk/downloads/latest.asp 20 March 2006,1.15*value*user_distance_km
FERRARI,All Models,F430 Spider,M6,4308,Petrol,0.420,http://www.vcacarfueldata.org.uk/downloads/latest.asp 20 March 2006,1.15*value*user_distance_km
FERRARI,All Models,612 Scaglietti,M6,5748,Petrol,0.475,http://www.vcacarfueldata.org.uk/downloads/latest.asp 20 March 2006,1.15*value*user_distance_km
FERRARI,All Models,599 GTB Fiorano,M6,5999,Petrol,0.490,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 March 2007,1.15*value*user_distance_km
FIAT,Croma,1.9 8v MultiJet 120,M6,1910,Diesel,0.160,http://www.vcacarfueldata.org.uk/downloads/latest.asp 07 March 2006,1.15*value*user_distance_km
